0,1,2,3,4,5,6,7,8,9,10,11,12,labels
-680.84985,60.804207,-1.9560477,14.204766,6.8270874,-2.8811657,-2.4629226,-8.663905,-11.039646,-4.4540396,-4.2584863,-1.6950514,-0.8582147,sad
-712.0794,61.21732,-1.7109765,14.775117,5.847458,-3.0868723,-2.8587065,-10.584856,-12.148845,-4.9568524,-4.057539,-1.5486796,-0.91955423,sad
-750.5493,60.2971,-3.950554,16.643862,-0.6074903,-5.768163,-9.391124,-14.847741,-9.464045,-1.2992876,-4.0390067,-0.73814136,-5.7074676,sad
-699.10425,65.49692,-1.0995505,16.531912,8.523047,-0.46712276,0.17382069,-7.589049,-10.304403,-5.52547,-1.7454497,-2.0158567,-1.7528477,sad
-732.27155,65.74152,-1.7264719,17.284277,8.597081,-0.19118914,0.8249339,-7.9585357,-10.458982,-5.3569126,-0.9851559,-2.1178968,-2.1461182,sad
-764.54626,63.310593,-4.41402,18.718208,2.0641534,-0.57876563,-4.047316,-11.215791,-9.820163,-1.5020797,-1.7895454,-1.962897,-3.0505114,sad
-735.524,60.409447,-3.443985,14.033259,6.5901713,-1.7684734,-1.7315749,-7.569149,-10.976077,-3.8221767,-0.9965825,-1.3543684,-1.2844803,sad
-763.97125,61.48862,-4.106832,14.737045,6.263634,-1.7043543,-1.9655523,-8.748722,-12.243,-4.62699,-0.05153959,-0.82344735,-1.1140811,sad
-796.71686,60.687523,-5.9899645,16.008842,0.37016267,-3.6158535,-7.7611313,-13.294723,-9.951784,1.8614542,-0.030973209,-1.3701252,-4.7304826,sad
-711.7862,59.567207,0.7109445,15.603702,6.0233517,-0.16229162,1.2461176,-7.515769,-12.228474,-3.9741051,-2.3960714,-2.4673662,-0.06185281,sad
-732.0652,61.455708,-0.33417082,15.976736,5.2966485,0.36378476,1.6572497,-9.590744,-14.193772,-4.5689797,-1.9998342,-3.067432,-0.6077586,sad
-761.19635,59.63399,-2.245316,16.631681,-0.2679742,-0.21322067,-5.556582,-16.320787,-12.43405,0.6389097,-3.383232,-1.800586,-3.4753642,sad
-669.9195,62.426224,0.9023568,16.833582,7.8117805,-1.8475593,-0.9106538,-7.4858384,-9.419271,-1.5074196,-2.440096,-2.6243286,-0.1411151,sad
-709.1738,62.419964,0.63063586,17.010784,7.0296664,-1.4901143,-0.8014706,-8.294155,-10.15944,-2.0118845,-2.4962635,-2.305103,-0.02142657,sad
-730.6883,59.075974,-1.0665909,17.54803,0.8918949,-3.0416024,-6.2948775,-11.89565,-7.655701,0.8316989,-4.7806835,-0.75541776,-4.0011125,sad
-627.47046,50.89055,-4.893386,10.5070715,3.70411,-3.614306,-8.667972,-7.1464233,-15.135481,-4.4346023,-2.204541,-6.959076,0.33116102,sad
-662.3993,51.27466,-5.3709955,10.789676,2.4968922,-3.4884543,-9.019254,-7.920041,-15.968591,-5.3545656,-2.2666185,-6.684357,0.52115226,sad
-705.9601,49.267483,-6.304864,11.140192,-1.9424982,-6.5925364,-12.5880995,-11.806442,-14.408904,0.78783053,-6.089752,-3.4875379,-2.5491705,sad
-620.26776,54.993256,-5.729505,13.725473,3.938453,-2.7418923,-6.81774,-9.286634,-18.480108,-4.8934646,-2.2725978,-7.2611017,0.3614603,sad
-641.8082,54.59313,-5.8535933,13.924223,3.2589443,-2.2728062,-7.213457,-10.902542,-19.334389,-6.3435535,-2.115918,-7.083858,0.8738355,sad
-686.53076,53.80992,-6.305879,14.518664,-2.1183577,-5.454007,-12.847172,-15.945603,-16.94619,2.275437,-5.2018685,-2.347224,-1.1475661,sad
-605.889,50.817352,-4.1009364,13.333532,2.3143537,-3.124965,-6.993569,-8.87111,-15.973221,-3.8517964,-1.3603265,-6.091596,0.43329096,sad
-626.3514,49.32023,-5.042288,12.610773,0.73027545,-3.0758064,-7.974898,-11.610539,-17.012222,-5.3353767,-1.1425086,-5.5225034,0.24631721,sad
-652.88446,46.998043,-6.1088867,12.770861,-4.4685025,-5.7379684,-13.615046,-15.690267,-14.643924,1.3090324,-4.868205,-3.4262326,-3.646334,sad
-546.11554,42.51581,-6.019243,12.6451235,-1.407863,-2.7939103,-4.3140874,-1.4580281,-12.457061,-4.777245,-0.857797,-4.7668257,-0.7102531,angry
-591.4403,42.75051,-6.9769897,13.420804,-2.4633753,-2.207141,-4.393451,-2.277301,-13.767211,-4.6816783,-0.18736893,-4.6372347,-0.8006532,angry
-617.34296,38.727448,-6.8727975,11.787668,-7.8013554,-2.8491569,-6.2987666,-6.4898467,-14.639687,2.7594104,-3.6023648,-3.024427,-3.7223384,angry
-526.2785,40.100628,-5.4062862,8.0860615,-3.3844347,-3.6563706,-7.031596,-8.578679,-13.11133,-6.569745,-4.498286,-6.6619687,-3.4727755,angry
-568.6064,41.306667,-6.529116,9.209598,-3.9010828,-4.4397345,-7.320109,-9.9834795,-14.216494,-7.0382714,-4.1830797,-6.695973,-2.9236863,angry
-600.89087,38.910526,-8.498074,8.412578,-8.715371,-6.8158746,-11.524097,-12.579822,-13.422712,-2.8874393,-7.1025653,-4.7641697,-3.7868884,angry
-570.9829,45.415054,-1.5627906,11.880343,-0.43858105,-1.7890217,-5.260241,-6.6141477,-13.445087,-4.125199,-3.6815126,-4.4055014,-1.00225,angry
-600.79956,46.34569,-2.9096708,11.454781,-1.3085493,-1.8160496,-6.471494,-8.683035,-15.408621,-4.9967937,-3.1943095,-4.354821,-1.7577661,angry
-646.65717,46.145737,-3.9229636,11.648401,-4.349198,-3.5447092,-10.980864,-12.453547,-13.0968075,0.56092745,-5.5246615,-2.0750651,-4.3123813,angry
-530.8293,44.267376,-2.8641322,8.589871,0.015043081,-3.4850914,-4.3523197,-6.577349,-15.150324,-4.9910274,-2.5813367,-5.7878017,0.28295916,angry
-565.90045,45.712593,-3.5993605,9.055386,0.05044759,-3.167234,-5.342141,-8.459031,-16.11214,-4.8014674,-2.3308923,-5.269935,0.80210865,angry
-588.2162,43.337994,-4.9975905,7.646439,-4.404329,-5.2798076,-9.709045,-13.511355,-13.813489,0.43524107,-5.94071,-2.7169223,-2.0234225,angry
-349.08368,29.868893,-20.021608,0.8248057,-11.387679,-4.3352494,-12.86241,-13.475211,-13.617985,-8.423022,-5.636474,-4.9704933,-7.1078973,angry
-372.7292,30.330816,-21.327776,0.0028659718,-12.292517,-4.129436,-13.13765,-13.736839,-14.474342,-8.783248,-5.5716023,-4.7139044,-6.581606,angry
-404.75156,26.247908,-22.995752,-1.7057381,-14.332682,-6.6317196,-18.845295,-13.809988,-12.340334,-3.8038974,-5.847913,-5.7271776,-7.443572,angry
-368.34802,22.302996,-18.730824,3.2124898,-10.238884,-5.397993,-12.250566,-7.9842353,-16.876492,-9.074471,-4.7981224,-8.329525,-4.87846,angry
-395.61136,22.439604,-19.965483,2.1150138,-11.628045,-6.421538,-14.150014,-8.948768,-17.277376,-8.77361,-4.502716,-8.3302145,-5.2379074,angry
-438.065,18.869759,-20.263773,-0.3391296,-15.649756,-9.404863,-17.198175,-10.858105,-17.948072,-2.2200534,-8.207835,-6.4603157,-4.7075405,angry
-401.70172,29.973305,-15.743985,4.8785286,-6.717307,-3.9170728,-11.364849,-9.566884,-16.95793,-6.6101475,-4.1125803,-8.695933,-3.1835449,angry
-420.52377,30.66713,-15.781328,4.4045467,-7.94591,-4.6431303,-11.60753,-9.871859,-17.892614,-6.628781,-3.2749155,-8.002731,-3.6275635,angry
-455.98752,26.703514,-16.483362,2.7076778,-11.550773,-8.317566,-15.217043,-13.086452,-16.112644,-0.11707639,-7.1929555,-6.128541,-3.6099837,angry
-303.9083,22.274927,-20.23263,-3.011253,-10.557668,-6.5886765,-16.995611,-11.742131,-16.091635,-9.435908,-2.4795754,-8.391646,-6.020057,angry
-331.85797,24.9844,-22.878435,-4.5114183,-11.304802,-6.638218,-18.1355,-13.047223,-17.452765,-9.873934,-2.3176208,-8.686275,-5.729628,angry
-364.75674,21.076786,-26.469772,-6.1525445,-14.089612,-10.652536,-21.849106,-12.452701,-16.765703,-1.4797924,-6.634591,-7.4535265,-3.0209126,angry
-595.331,57.99092,2.2590287,14.343322,8.518202,-2.4230087,-4.1882496,-8.528271,-12.255307,-1.40471,-2.260383,0.5045406,3.6462831,fear
-630.35175,61.364494,3.4993699,15.508895,8.20508,-2.6131957,-4.3593454,-9.521795,-12.442344,-1.4529696,-1.3624575,1.6147668,4.7563925,fear
-672.0165,62.750607,1.5036609,16.099201,1.60816,-6.711717,-9.989809,-13.412255,-8.585832,2.4714446,-1.512244,5.054351,-1.5832711,fear
-603.3856,55.155254,-6.027804,9.1299,4.3948555,-4.041097,-8.073682,-12.255184,-16.346151,-4.077742,-3.4491825,-6.1606865,-0.26365185,fear
-641.52423,58.27547,-6.1297216,9.289677,4.4481936,-3.8097303,-9.100314,-13.803195,-17.703838,-4.1604533,-2.4039583,-5.6634684,0.35329396,fear
-673.0026,56.675976,-8.3778715,10.773243,-1.2911437,-8.050912,-14.917724,-16.9614,-13.279638,1.8635862,-6.8931146,-1.9170461,-2.2084265,fear
-622.86993,61.635403,7.414828,18.84099,10.033153,3.9887211,-1.0351887,-5.5802426,-8.488827,0.32115108,0.076060966,0.36447477,2.7944245,fear
-649.74493,62.28539,7.638424,19.030184,9.369822,3.7379127,-1.8750048,-8.011873,-9.490536,-0.56044394,0.24766548,0.7652095,2.5136187,fear
-676.88165,61.444027,5.880743,18.621748,4.077101,0.8060068,-7.5976458,-10.188506,-5.483786,3.738314,-0.022763783,3.067279,-1.4793259,fear
-624.02625,60.417797,-3.3307755,15.390851,6.7717657,-0.058078744,-3.9153354,-10.592282,-10.528063,-0.6648739,-0.9012809,-1.2349015,0.2894171,fear
-646.5689,59.946926,-2.4198394,15.58933,6.474061,1.0386735,-4.0380087,-11.626606,-10.849244,-1.115969,-0.112509824,-1.1262753,0.42102894,fear
-686.2641,58.295033,-4.669595,16.475695,1.2447581,-1.2943513,-11.411695,-13.402367,-6.8981924,4.4791913,-1.5479734,0.96164733,-1.8250105,fear
-439.20685,52.212185,-12.541273,5.1477275,1.791493,5.8628416,-5.597445,-12.138769,-14.728991,-1.9501579,2.1356726,-3.671966,-0.5904328,fear
-462.8999,52.4848,-12.752494,5.3615704,1.663129,5.7975044,-6.0954237,-13.113372,-15.496068,-1.850168,2.880719,-2.7454674,0.048103184,fear
-494.51736,47.541016,-14.174146,7.7643485,1.0714685,1.8182477,-14.985307,-14.895838,-10.113621,6.863635,-0.92501646,-1.0671383,0.548738,fear
-404.05585,42.662426,-17.537214,-3.219983,1.9150131,-0.23162174,-11.389852,-15.012191,-17.222418,-7.2708755,-4.490682,-9.206505,-6.413215,fear
-432.61923,44.742035,-19.44308,-4.360957,1.0791831,-0.8534493,-11.736474,-15.891614,-18.24388,-7.634121,-3.579881,-8.722585,-5.8129315,fear
-469.81036,42.09919,-23.872952,-1.5914456,-1.0550815,-6.344638,-19.024044,-17.995472,-14.9683895,-1.7418381,-7.9905233,-8.101169,-4.296178,fear
-369.5954,39.190083,-15.472043,-0.9504297,-5.781357,-1.20997,-10.114829,-18.269136,-17.822474,-9.481161,-3.801051,-7.896282,-7.8260255,fear
-401.44144,43.871555,-18.514181,-2.3682423,-6.7715807,-0.87032056,-11.192348,-20.234081,-19.6235,-10.908104,-4.1943665,-7.579542,-7.4836597,fear
-436.88458,40.68036,-21.895617,-2.2344832,-7.836657,-3.8088331,-20.428076,-22.304281,-17.098257,-4.4967957,-6.1267157,-8.635285,-5.7020307,fear
-427.11377,45.139057,-15.43668,-1.130169,-0.7227588,1.9657457,-13.529376,-15.487787,-17.104061,-9.546004,2.3383808,-7.459708,-7.364611,fear
-458.40976,48.414154,-17.601397,-2.5635471,-1.4011518,2.1230612,-14.967801,-17.653906,-18.930117,-10.591193,2.7107,-7.6376414,-7.3058677,fear
-489.13138,42.52575,-19.107862,-1.426327,-4.162718,-3.6723554,-23.091112,-18.098799,-17.726473,0.8126642,-2.222174,-11.061462,-4.4965405,fear
-647.6113,63.878662,-3.163664,11.068918,3.8989286,0.49626178,-7.21009,-7.302176,-13.785376,-4.531086,-0.6824675,-7.2989683,-1.6489207,disgust
-667.8702,61.495182,-3.0659833,11.000793,3.4439802,1.1330577,-8.204706,-8.900166,-14.43724,-4.941011,-0.12982585,-7.0912757,-1.9749707,disgust
-694.5549,56.86221,-4.795973,12.170159,0.20633505,-2.3262014,-14.475746,-11.328679,-14.040304,1.5801506,-6.704784,-5.8443723,-5.965579,disgust
-626.5222,52.807503,0.2726886,4.7346883,3.4398108,-0.42759264,-9.445806,-6.7852263,-13.305903,-4.895432,-0.5622916,-6.350317,-3.3224087,disgust
-650.53406,51.209003,0.14610583,4.526405,2.4804504,-0.49767244,-10.90318,-8.715938,-15.079444,-6.4374266,-0.8372781,-6.5787277,-4.152908,disgust
-685.92773,49.697933,-2.3916535,5.204929,-0.1772456,-4.9665055,-16.078594,-10.773964,-14.602004,0.8386918,-5.4066515,-6.3315387,-4.731265,disgust
-667.50525,71.2468,1.9786966,12.600777,1.8061317,3.438274,-4.8249874,-12.12367,-8.451324,-2.030657,-2.5171847,-3.023269,-0.9917713,disgust
-688.94275,70.40058,2.7615385,12.3541155,-0.10210381,3.8981206,-6.277595,-13.878179,-9.538992,-2.775587,-2.2833676,-2.9344068,-0.8742313,disgust
-723.92175,70.15567,1.1909738,11.372193,-3.96805,1.8492858,-15.349208,-13.563072,-7.122182,0.22273013,-5.047742,-2.1663806,-6.5073614,disgust
-669.2902,54.79244,-0.9016661,10.555701,-0.16137548,3.6259096,-5.3917437,-10.095322,-7.4466414,-1.4052047,0.100796506,-3.9632685,-0.5047303,disgust
-696.2868,54.936207,0.4664028,9.91214,-1.7758393,4.0852084,-7.1263022,-11.722069,-9.102183,-2.2907364,0.24212514,-4.423134,0.037245266,disgust
-725.0074,53.4933,-0.8117614,8.610508,-4.951534,1.544915,-15.739198,-10.742046,-7.2635407,2.6679258,-4.0699267,-1.9696451,-3.2895923,disgust
-489.86877,43.94528,-6.9385076,-5.690658,-9.426028,-1.9371551,-11.578997,-17.378063,-13.903124,-6.911768,-3.551647,-4.3722687,-7.017699,disgust
-517.6464,44.753162,-7.8484893,-6.4978766,-10.519873,-1.768672,-12.912269,-18.46055,-15.032536,-6.403364,-3.5771422,-3.870889,-7.4576974,disgust
-548.39075,40.87752,-11.63776,-8.060825,-11.087006,-4.76745,-20.727522,-17.463139,-10.270499,-1.9308864,-4.944132,-6.48466,-8.898265,disgust
-491.2605,35.171394,-9.034343,1.8999573,-8.66488,-6.350328,-18.34103,-15.881719,-9.58409,-5.861493,-4.5087137,-5.8916154,-6.898971,disgust
-514.97266,35.792267,-8.868499,1.9225266,-9.540845,-7.011922,-19.030767,-16.359701,-10.281761,-5.84897,-3.517793,-5.680726,-7.1328225,disgust
-546.72327,32.8308,-10.359251,-0.6588646,-14.339821,-11.302603,-23.792303,-11.558499,-8.497834,-3.4971433,-7.0795083,-7.6766887,-9.014819,disgust
-520.7532,43.31225,9.500733,-0.6278448,-7.164327,0.42984325,-12.050825,-15.976675,-5.460499,-8.713773,-8.803647,-2.9774518,-7.6639447,disgust
-555.4303,46.15414,10.679274,-2.616164,-9.25934,-0.42613357,-13.398741,-18.336641,-7.458417,-9.376738,-9.688596,-2.9200099,-8.450334,disgust
-584.9524,45.9511,5.9058766,-7.3776283,-11.922711,-4.828688,-22.585234,-15.345237,-7.510988,-11.226497,-7.3776517,-6.124183,-15.617645,disgust
-501.00818,42.18049,-0.95753044,-0.4490061,-4.0120096,-1.8501683,-13.47077,-15.385603,-8.4061365,-5.512526,-6.516119,-6.038744,-7.1585274,disgust
-538.5208,43.967064,-1.0805966,-1.659349,-3.8406093,-1.6327478,-14.356561,-16.812159,-9.274244,-5.5405493,-6.5332713,-5.5906763,-6.6455235,disgust
-577.73645,42.66262,-5.627881,-4.271112,-6.2318153,-7.542076,-21.825773,-15.001484,-6.874624,-5.3686857,-7.7556353,-6.3017926,-8.209497,disgust
-660.50183,52.980663,-0.4414542,8.232828,4.511838,-2.5249937,-6.0312376,-6.618407,-9.726553,-5.8924103,-0.2597239,-5.319383,-0.8095199,surprise
-704.5773,54.063816,-1.7184579,7.7121053,3.1927402,-4.085137,-7.0566583,-7.758553,-10.51115,-6.424876,0.2919318,-5.8582034,-1.2874533,surprise
-737.76416,53.91058,-4.7110753,8.990734,-1.8549358,-6.9633203,-11.021584,-8.870139,-10.594916,-0.58296525,-3.5347707,-5.8143654,-3.3170698,surprise
-683.8254,52.923653,-3.5020807,10.541914,6.780464,-2.0829628,-6.373839,-6.026372,-9.960135,-1.5530099,-1.1180857,-5.8361497,-0.47120813,surprise
-717.34955,52.93381,-4.3371634,10.728171,6.8025794,-2.2268682,-7.1636558,-7.2415957,-10.61317,-1.8913249,-1.7938536,-6.1027613,-0.20744231,surprise
-761.83685,51.931206,-6.509179,12.514152,2.6284082,-6.3369546,-9.924047,-8.869918,-8.741643,1.1601554,-5.9864407,-2.791142,-2.1980255,surprise
-661.4794,56.338783,-0.10038887,12.948809,3.4572427,-1.0980021,-3.9645514,-7.31417,-11.041139,-2.5731149,-0.8059697,-3.7987452,-1.9456607,surprise
-702.03815,59.02733,-0.5956332,13.32383,2.3586648,-0.82990426,-4.134682,-8.99458,-11.643762,-3.4752936,-0.23551968,-2.7048464,-1.6818085,surprise
-736.89856,58.36016,-2.5038202,13.348287,-2.9847746,-2.7266643,-9.33269,-11.544895,-9.20771,2.4402466,-2.0959647,-2.8885531,-5.704168,surprise
-666.4035,49.284122,-1.8099366,8.19951,-0.46807083,-3.9114847,-4.323113,-7.212905,-9.47664,-5.4546943,-0.9426418,-6.5836415,-0.950984,surprise
-698.85657,50.98951,-2.3123257,7.8242364,-1.4955975,-4.0313244,-4.726561,-8.908923,-10.362492,-6.244314,-0.12687677,-5.9999824,-0.304705,surprise
-711.42834,50.89457,-5.376543,7.509927,-6.402276,-4.1239223,-10.367762,-9.966747,-10.046293,0.28587115,-2.975918,-4.7969856,-3.5414646,surprise
